1.385474042611976825e-09,5.324263113544432089e-09,1.135020139034675633e-08,1.884537224066526485e-08,2.710607897958883865e-08,3.542388589191145917e-08,4.316725202474680170e-08,4.985032128368136554e-08,5.517812771203517567e-08,5.906162020476313536e-08,6.160094507717560292e-08,6.304059436725344643e-08,6.370453475145818718e-08,6.392257414100692394e-08,6.396051146083589735e-08,6.396585520974545685e-08,6.393822031935561831e-08,6.372935890628150174e-08,6.307282337171604623e-08,6.163830303958903592e-08,5.910152127815070906e-08,5.521790357070821191e-08,4.988746679837653418e-08,4.319966841129387729e-08,3.545009673811679945e-08,2.712539151147964936e-08,1.885795430703892602e-08,1.135704399055980574e-08,5.326998515916287415e-09,1.386019873641614853e-09
5.325552083273799547e-09,2.045626094608045195e-08,4.358179941475146094e-08,7.230480831064956132e-08,1.038981900982890772e-07,1.356211084447761158e-07,1.650370750951971642e-07,1.902815989519590812e-07,2.102374715624254761e-07,2.245919998416427472e-07,2.337701802053025745e-07,2.387580027861102682e-07,2.408476705411082655e-07,2.413487774560788399e-07,2.413145066242204758e-07,2.413289250680951715e-07,2.413909851747421485e-07,2.409146047333298151e-07,2.388448231518857250e-07,2.338706562106964675e-07,2.246990316166397201e-07,2.103437175762442430e-07,1.903801696265457372e-07,1.651222353030067867e-07,1.356889149289845734e-07,1.039469741136193941e-07,7.233540086061085959e-08,4.359738719207819143e-08,2.046175502964931581e-08,5.326347174437074068e-09
1.135508902527481962e-08,4.359013115844008760e-08,9.278676709847565090e-08,1.537589556497651309e-07,2.206155937456298166e-07,2.874502680557914290e-07,3.490346054818028471e-07,4.014004281802993787e-07,4.422191391246138449e-07,4.709223476286926569e-07,4.885508498923238783e-07,4.973632783322162555e-07,5.002742251921145824e-07,5.002184445029789460e-07,4.995486764590109770e-07,4.995680660827621515e-07,5.002751986955222862e-07,5.003641963780326466e-07,4.974798772934168276e-07,4.886855350234240807e-07,4.710653100234160962e-07,4.423601663438082565e-07,4.015299041281738647e-07,3.491445693345083115e-07,2.875354149533480558e-07,2.206740584185998509e-07,1.537926817418281336e-07,9.280123282360656312e-08,4.359317699991089494e-08,1.135457417354913937e-08
1.885620034831405081e-08,7.232942496491980475e-08,1.537823129099998020e-07,2.544321836999514599e-07,3.643189843711116995e-07,4.734883431243479418e-07,5.731783850654056800e-07,6.568134044638996458e-07,7.206473166798294267e-07,7.639610508014933494e-07,7.887922427924413473e-07,7.992516483965415011e-07,8.005469060636417195e-07,7.978803443355530274e-07,7.954062832720605933e-07,7.954218859313465210e-07,7.979260316624388462e-07,8.006193614657730845e-07,7.993455097822114568e-07,7.889003960430822502e-07,7.640751133819588708e-07,7.207583466377523204e-07,6.569128345523500600e-07,5.732591242863419609e-07,4.735459143194060689e-07,3.643524849125969646e-07,2.544447758882070641e-07,1.537808788638519775e-07,7.232296158632884141e-08,1.885248265359966983e-08
2.712452881007491928e-08,1.039454323064634562e-07,2.206755002410733288e-07,3.643635548403666288e-07,5.203507453770629369e-07,6.740433120268872770e-07,8.126863725441847624e-07,9.268439479155645076e-07,1.011349982472005934e-06,1.065587130914054131e-06,1.093061680482972762e-06,1.100357373117142262e-06,1.095650446475131879e-06,1.087037425427282225e-06,1.080955295539563209e-06,1.080956411600928229e-06,1.087040789656684290e-06,1.095656014641637674e-06,1.100364800256326658e-06,1.093070033239008763e-06,1.065594692276872017e-06,1.011354289622761977e-06,9.268421618837936581e-07,8.126759950618183959e-07,6.740231489680727186e-07,5.203218810427063264e-07,3.643299625874345031e-07,2.206437865010643698e-07,1.039231017068046239e-07,2.711606845322184092e-08
3.545058067913143880e-08,1.356941983472916090e-07,2.875549471588741080e-07,4.735927865297458822e-07,6.741114671139050934e-07,8.695911440805607352e-07,1.043114949772452048e-06,1.182385706264765270e-06,1.281010333401995905e-06,1.338856061800786819e-06,1.361436262159646057e-06,1.358441302439640055e-06,1.341666969874302047e-06,1.322688263484947902e-06,1.310664925830177769e-06,1.310641065924881404e-06,1.322618705746686047e-06,1.341557458390206315e-06,1.358300406873046358e-06,1.361274099480077687e-06,1.338682913326904477e-06,1.280835459269377301e-06,1.182216615967949558e-06,1.042957277039832716e-06,8.694491090858047988e-07,6.739887088767545266e-07,4.734931370348782070e-07,2.874825185661930915e-07,1.356519811793931475e-07,3.543660734282866307e-08
4.320163407187755604e-08,1.651355476563533388e-07,3.491859564044483988e-07,5.733496974238869926e-07,8.128370885288756622e-07,1.043206226152767213e-06,1.243478870694285635e-06,1.398718810983451936e-06,1.501657922832558842e-06,1.553118498751954959e-06,1.561179180885344510e-06,1.539235713428924009e-06,1.503285108670419218e-06,1.468884976058666514e-06,1.448289462675762953e-06,1.448231893879288944e-06,1.468717071199559482e-06,1.503020636158780296e-06,1.538895610558606535e-06,1.560788905648726481e-06,1.552704987336347637e-06,1.501246668333840893e-06,1.398331539612461757e-06,1.243132154654633404e-06,1.042911153309226437e-06,8.125998353428230271e-07,5.731725568189963130e-07,3.490680887690044187e-07,1.650724752022260059e-07,4.318229449402962745e-08
4.989076154956048168e-08,1.904015230560233184e-07,4.015941608603695744e-07,6.570500659793788226e-07,9.270816826188933322e-07,1.182581198854465764e-06,1.398832847558346428e-06,1.558653113639677019e-06,1.654350532533062727e-06,1.688197668271656807e-06,1.671352759032230924e-06,1.621419873956264661e-06,1.559055095522022680e-06,1.504177975992577321e-06,1.472408562392349697e-06,1.472311259956340373e-06,1.503894239851011964e-06,1.558608420425528009e-06,1.620846181367330372e-06,1.670696073623485488e-06,1.687505035680560152e-06,1.653666949599982031e-06,1.558017212773945143e-06,1.398273914712784204e-06,1.182117829759393690e-06,9.267220299134706425e-07,6.567932448847170812e-07,4.014320072361785572e-07,1.903195696438300322e-07,4.986703154532627577e-08
5.522220755935468373e-08,2.103722561844901567e-07,4.424460114218929004e-07,7.209406918619778519e-07,1.011670489724997290e-06,1.281313606656396676e-06,1.501899858113365708e-06,1.654489994746744794e-06,1.731447528354461784e-06,1.736941504126943813e-06,1.685608924948977788e-06,1.599603626766341969e-06,1.504517737966498711e-06,1.424841707238339074e-06,1.379701029728019021e-06,1.379561097039510178e-06,1.424433801878727201e-06,1.503876092320509434e-06,1.598780688504028736e-06,1.684669158817588255e-06,1.735954021237941883e-06,1.730478597737610228e-06,1.653596476630418524e-06,1.501124413730021121e-06,1.280682209394271625e-06,1.011192331072904314e-06,7.206100984510898612e-07,4.422455233585663497e-07,2.102756082846990270e-07,5.519562916635489278e-08
5.910651342481355379e-08,2.247335457281705043e-07,4.711700592601060887e-07,7.642977498691227412e-07,1.065979899229314554e-06,1.339263414624589905e-06,1.553494725294141995e-06,1.688495354169595789e-06,1.737113221257614966e-06,1.705737899681701620e-06,1.612701081692401827e-06,1.484825734405653950e-06,1.352685163160758861e-06,1.245339583716993355e-06,1.185400364824645824e-06,1.185218024233039357e-06,1.244808265429261415e-06,1.351850088851499273e-06,1.483756245204792533e-06,1.611482491917143622e-06,1.704461744906068686e-06,1.735867249231366062e-06,1.687354609205386983e-06,1.552514872745763503e-06,1.338477070020705526e-06,1.065396218806544392e-06,7.639049727931825509e-07,4.709401365172524986e-07,2.246275057266374005e-07,5.907883586073512081e-08
