1.069537167830498832e-08,3.971028319019988886e-08,8.248782458541554604e-08,1.343701721399245159e-07,1.905916823720116574e-07,2.464178235089215846e-07,2.973625213887412151e-07,3.394376083845006332e-07,3.693978084282936883e-07,3.849515928228241837e-07,3.849148856387803241e-07,3.692917599558128573e-07,3.392740238344646478e-07,2.971597123297403538e-07,2.461986164792058491e-07,1.903807293978818012e-07,1.341906377926317471e-07,8.235751018765517116e-08,3.963720295978202336e-08,1.067269226795394628e-08
3.970851195596360910e-08,1.471647248947701220e-07,3.052612182303321800e-07,4.967198642074249221e-07,7.039738611552312812e-07,9.096216337936823218e-07,1.097194992972297999e-06,1.252060302149155130e-06,1.362311394984620640e-06,1.419541291350611172e-06,1.419405902497082066e-06,1.361920262319871040e-06,1.251456996838129221e-06,1.096447092430977710e-06,9.088133617066075495e-07,7.031961505290692798e-07,4.960581239209891179e-07,3.047810338113152042e-07,1.468955537608307090e-07,3.962504601223932886e-08
8.248070978501716441e-08,3.052483928755165483e-07,6.324157524951904332e-07,1.028081583187745227e-06,1.455961047893125471e-06,1.880220933381616752e-06,2.266999051385609323e-06,2.586224247729731888e-06,2.813435984724812144e-06,2.931363882671172879e-06,2.931084116952631870e-06,2.812627768661567364e-06,2.584977658411734541e-06,2.265453788678215287e-06,1.878551094854836180e-06,1.454354573908330248e-06,1.026714952848058152e-06,6.314244064916823173e-07,3.046930063994013490e-07,8.230867742830082573e-08
1.343533312818577522e-07,4.966793294795590577e-07,1.028040671891998523e-06,1.669900550037636613e-06,2.363398512917207724e-06,3.050577325316199386e-06,3.676750883398184172e-06,4.193390872192159037e-06,4.561036106254958969e-06,4.751828669153140695e-06,4.751374806171864075e-06,4.559724965575076477e-06,4.191368658084116121e-06,3.674244337281498391e-06,3.047869002786141093e-06,2.360793399782230480e-06,1.667684953758844412e-06,1.026434156290420759e-06,4.957799119543060217e-07,1.340750497897010261e-07
1.905607549596554431e-07,7.038900319007216990e-07,1.455848118486564688e-06,2.363308970775806397e-06,3.343034052436027441e-06,4.313275205291195115e-06,5.197010329574013955e-06,5.925941979803593083e-06,6.444554200084328035e-06,6.713661840188313473e-06,6.713020140450988862e-06,6.442700469753030992e-06,5.923083051186950038e-06,5.193466960247817191e-06,4.309447082736665496e-06,3.339352525364871091e-06,2.360178823181570638e-06,1.453579477738943846e-06,7.026207845900152646e-07,1.901684576825147200e-07
2.463691564105292458e-07,9.094808197870838941e-07,1.880007333179061942e-06,3.050351282128507325e-06,4.313118721838393090e-06,5.563067227970769172e-06,6.701166615977643754e-06,7.639667144956253743e-06,8.307267787952714918e-06,8.653651194903327212e-06,8.652823600226602102e-06,8.304877106684869820e-06,7.635980293706824232e-06,6.696597514989494207e-06,5.558131605590157044e-06,4.308373051370215955e-06,3.046317544984045253e-06,1.877085040052793594e-06,9.078468783039716670e-07,2.458645876138491401e-07
2.972937029258873929e-07,1.096987447328706946e-06,2.266662963521481602e-06,3.676350375958157898e-06,5.196640257302509516e-06,6.700932290695539099e-06,8.070226089644516181e-06,9.199141863296803382e-06,1.000208260791312146e-05,1.041865313610629938e-05,1.041765632964973747e-05,9.999203191958706775e-06,9.194701522881550858e-06,8.064723652569622756e-06,6.694989212651934682e-06,5.190926952212855220e-06,3.671495436069389239e-06,2.263147034184423769e-06,1.095022593372504130e-06,2.966873736487408847e-07
3.393478406812072733e-07,1.251781689192345501e-06,2.585753914584926423e-06,4.192792457105091343e-06,5.925319252409753672e-06,7.639140788637166550e-06,9.198829543812333436e-06,1.048451737535271403e-05,1.139886599260217067e-05,1.187320627225868299e-05,1.187206996594015195e-05,1.139558367930117568e-05,1.047945594764540837e-05,9.192557903753395312e-06,7.632367622932362670e-06,5.918808933114083572e-06,4.187261408645580878e-06,2.581749505267410946e-06,1.249544724010880020e-06,3.386578990793956722e-07
3.692881086313292963e-07,1.361963646079342733e-06,2.812831709861936202e-06,4.560234478563625785e-06,6.443663414606495370e-06,8.306419715376360714e-06,1.000141078570325686e-05,1.139848723347550986e-05,1.239198265507279272e-05,1.290736083081379948e-05,1.290612529126556381e-05,1.238841375201834309e-05,1.139298404863683554e-05,9.994592109360866586e-06,8.299056321600467727e-06,6.436586522707384687e-06,4.554222957092544814e-06,2.808480300382578514e-06,1.359533471734518004e-06,3.685388303602449464e-07
3.848248191105759013e-07,1.419132832855205524e-06,2.930638774843770377e-06,4.750838306842057627e-06,6.712514187872880588e-06,8.652484282425994158e-06,1.041761179991248925e-05,1.187242239801868996e-05,1.290693750388093822e-05,1.344358352638002565e-05,1.344229645119125493e-05,1.290321976741623855e-05,1.186668980908641432e-05,1.041050907084941795e-05,8.644814442835969311e-06,6.705143176066191707e-06,4.744577408957094357e-06,2.926107306071166288e-06,1.416602428851169683e-06,3.840447684413652323e-07
3.847755914536136479e-07,1.418951264145655908e-06,2.930263583687577151e-06,4.750229635495236334e-06,6.711653610431041206e-06,8.651374403041061915e-06,1.041627499221179851e-05,1.187089850837393986e-05,1.290528053349140143e-05,1.344185744203092644e-05,1.344057036684215571e-05,1.290156279702669329e-05,1.186516591944164558e-05,1.040917226314872891e-05,8.643704563451042150e-06,6.704282598624353172e-06,4.743968737610272216e-06,2.925732114914970945e-06,1.416420860141620279e-06,3.839955407844031906e-07
