1.052384302933923446e-08,3.908341197566404093e-08,8.120496493705561550e-08,1.323098516973255255e-07,1.877085879875919645e-07,2.427383941084979981e-07,2.929779559861632045e-07,3.344938473279746031e-07,3.640826060559932638e-07,3.794792329009527625e-07,3.795094106887101731e-07,3.641697908504110640e-07,3.346283338041224838e-07,2.931446897985555632e-07,2.429186090552459677e-07,1.878820170927097115e-07,1.324574508545181483e-07,8.131209928527096461e-08,3.914349284921157540e-08,1.054248827412896302e-08
3.907133140719546153e-08,1.448394057994889127e-07,3.005082228196159115e-07,4.890935355431254198e-07,6.933097354738616212e-07,8.960194361897923080e-07,1.080992560168545596e-06,1.233796594999325107e-06,1.342678923142995851e-06,1.399329921428925734e-06,1.399441227599445475e-06,1.343000481956322690e-06,1.234292585637215558e-06,1.081607425742891184e-06,8.966839345469805086e-07,6.939491085781860501e-07,4.896375668665523392e-07,3.009029930494510067e-07,1.450606973412420364e-07,3.913995060532531522e-08
8.115643898176792673e-08,3.004207484620111032e-07,6.225574843674315795e-07,1.012276512886353867e-06,1.433874767138128623e-06,1.852064001447682308e-06,2.233472400618503165e-06,2.548442629042935229e-06,2.772829879871669343e-06,2.889563810738589065e-06,2.889793812322634269e-06,2.773494332170425550e-06,2.549467477688758467e-06,2.234742795262715196e-06,1.853436812627922499e-06,1.435195484927138934e-06,1.013400049910735940e-06,6.233724918398764580e-07,3.008773439660297224e-07,8.129787058660620507e-08
1.321949899050336739e-07,4.888170715129482984e-07,1.011997480503564025e-06,1.644196453068888147e-06,2.327498792877533772e-06,3.004830231246199111e-06,3.622297827599071552e-06,4.132041922584253494e-06,4.495111130320771263e-06,4.683970269294922476e-06,4.684343400088706454e-06,4.496189048068703177e-06,4.133704429522403113e-06,3.624358514592214566e-06,3.007056803090926107e-06,2.329640513996151830e-06,1.646017943766127716e-06,1.013318232506651450e-06,4.895565025504827032e-07,1.324237712737469781e-07
1.874976499225530017e-07,6.927379844157260871e-07,1.433104540704962486e-06,2.326888077508618256e-06,3.292188849852915698e-06,4.248506216041250249e-06,5.119936923597560669e-06,5.839125779838298499e-06,6.351274700462352713e-06,6.617652634532057917e-06,6.618180190076875799e-06,6.352798693161729717e-06,5.841476168277361623e-06,5.122850005879909176e-06,4.251653400249732242e-06,3.295215514672650431e-06,2.329461441066982613e-06,1.434969640433071226e-06,6.937814606984228280e-07,1.878201661894854694e-07
2.424064638633236066e-07,8.950590249617055670e-07,1.850607157502891226e-06,3.003288520867142330e-06,4.247438932546430661e-06,5.479424604012826089e-06,6.601656073792915209e-06,7.527595795804778530e-06,8.186865643538100031e-06,8.529731641754841615e-06,8.530412025640275161e-06,8.188831075476729222e-06,7.530626837749217790e-06,6.605412432757917981e-06,5.483482288319960144e-06,4.251340453185672539e-06,3.006604745377030773e-06,1.853009639306574054e-06,8.964023243885075095e-07,2.428212810292795876e-07
2.925085848914760930e-07,1.079577010882932364e-06,2.231180138888780736e-06,3.619566197048770596e-06,5.117412873800598517e-06,6.600057876018460877e-06,7.950234612117905618e-06,9.064020933028981629e-06,9.856928959577317470e-06,1.026926417657550356e-05,1.027008367320715514e-05,9.859296191109833110e-06,9.067671435079545979e-06,7.954758287319930738e-06,6.604943811905338317e-06,5.122109908260746806e-06,3.623557550495096564e-06,2.234070662149221807e-06,1.081192360771772105e-06,2.930070615987890648e-07
3.338815935313171169e-07,1.231896336506066250e-06,2.545234757580967596e-06,4.127960477971193369e-06,5.834878514984969315e-06,7.524005822541174886e-06,9.061890781726013880e-06,1.033032545700713660e-05,1.123323425499643202e-05,1.170274539364390048e-05,1.170367957619703414e-05,1.123593271734736595e-05,1.033448656865541577e-05,9.067046835711627456e-06,7.529574191851166422e-06,5.840230792449331815e-06,4.132507675225210630e-06,2.548526871035752410e-06,1.233735395050753479e-06,3.344488097797681564e-07
3.633344069295845201e-07,1.340307128168547195e-06,2.768708469103103788e-06,4.489643689587466214e-06,6.345199165823531253e-06,8.181081428996944522e-06,9.852346847263239939e-06,1.123065095716421912e-05,1.221169973719157737e-05,1.272182334931421936e-05,1.272283911369997816e-05,1.221463381131658010e-05,1.123517524711936570e-05,9.857952631874801342e-06,8.187135037856655955e-06,6.351017235154562970e-06,4.494585894329646584e-06,2.772285859064607191e-06,1.342305028239120230e-06,3.639504051660348292e-07
3.786145824332184138e-07,1.396544061309830409e-06,2.884618267920603865e-06,4.677215578434219002e-06,6.609825159153026783e-06,8.521772803905717936e-06,1.026216182222247276e-05,1.169739903897593455e-05,1.271893608014771059e-05,1.325010218089137624e-05,1.325116031386689650e-05,1.272199251351064034e-05,1.170211192710957294e-05,1.026800113285734649e-05,8.528078348646093385e-06,6.615885030964317108e-06,4.682362801041037374e-06,2.888343688608981139e-06,1.398624362399751172e-06,3.792558793386791914e-07
