5.943824498493770530e-10,2.301138484838531811e-09,4.992811457733780450e-09,8.523094057257860363e-09,1.272714912420465133e-08,1.742412961462696132e-08,2.242132442362609833e-08,2.751948192518120712e-08,3.251891415718704791e-08,3.722601210594064986e-08,4.145982427564041497e-08,4.505837419586231920e-08,4.788442117978041275e-08,4.983040392675234936e-08,5.082234869244627967e-08,5.082257215904300942e-08,4.983106270144526631e-08,4.788548095036298862e-08,4.505977963982278786e-08,4.146150181411747924e-08,3.722787367651843552e-08,3.252086192936116411e-08,2.752141386982632067e-08,2.242314064205587090e-08,1.742573933529162240e-08,1.272847828731727492e-08,8.524093431895749336e-09,4.993465276082204808e-09,2.301473642973662186e-09,5.944784395273854742e-10
2.301033053030025454e-09,8.905145181857302997e-09,1.931582532395178353e-08,3.296553400999042526e-08,4.921632839157015696e-08,6.736914532053727427e-08,8.667952023243579184e-08,1.063779617830832490e-07,1.256934111225311191e-07,1.438783337462125776e-07,1.602340845185857486e-07,1.741352826904592058e-07,1.850520479997899064e-07,1.925690875365599092e-07,1.964007873195974766e-07,1.964016505752482267e-07,1.925716323649600278e-07,1.850561417648375267e-07,1.741407115488700520e-07,1.602405640792016754e-07,1.438855236718374557e-07,1.257009333781554673e-07,1.063854221850242010e-07,8.668653292930271333e-08,6.737535984444435973e-08,4.922145896281678744e-08,3.296939086929233207e-08,1.931834801935379602e-08,8.906437989592939092e-09,2.301403160396759195e-09
4.992369889572693306e-09,1.931499947710166145e-08,4.188469618799379762e-08,7.146756288178389117e-08,1.066795474253537518e-07,1.460057746163420067e-07,1.878340096991026855e-07,2.304983809563063971e-07,2.723299131054427966e-07,3.117106870581376223e-07,3.471286529046572795e-07,3.772303402866251095e-07,4.008689642568723924e-07,4.171457293729146905e-07,4.254424936376733164e-07,4.254443633279899253e-07,4.171512410643079077e-07,4.008778305381953017e-07,3.772420977927438447e-07,3.471426854357584514e-07,3.117262572483125532e-07,2.723462019959103269e-07,2.305145347202285418e-07,1.878491927118895934e-07,1.460192280794721900e-07,1.066906528468656257e-07,7.147590991259784855e-08,4.189015464559031047e-08,1.931779592966714778e-08,4.993170081848977363e-09
8.522001197841158389e-09,3.296280674565068685e-08,7.146470027255227498e-08,1.219172367539564687e-07,1.819574386989004307e-07,2.490017883629194128e-07,3.203024400530892587e-07,3.930211164291088828e-07,4.643147883320959008e-07,5.314276699332833505e-07,5.917844249057671944e-07,6.430798579871988172e-07,6.833608069196855156e-07,7.110964751883375437e-07,7.252340622710495447e-07,7.252372493726635546e-07,7.111058704307559253e-07,6.833759201831494792e-07,6.430998991178473621e-07,5.918083431675147162e-07,5.314542080464877380e-07,4.643425499964082889e-07,3.930486460416286527e-07,3.203283132409665586e-07,2.490247119723921082e-07,1.819763590441596058e-07,1.219314552622188395e-07,7.147399621996408755e-08,3.296756765653259582e-08,8.523362840730045266e-09
1.272504272864278986e-08,4.921041120297922728e-08,1.066712613678663394e-07,1.819505847840248519e-07,2.715189781214313155e-07,3.715213673661218022e-07,4.778598650225845508e-07,5.863031669551001097e-07,6.926137099755505173e-07,7.926844101711574440e-07,8.826773348788246123e-07,9.591572289663450789e-07,1.019213479669502888e-06,1.060564894321862971e-06,1.081642589895435968e-06,1.081647343468936337e-06,1.060578907269532545e-06,1.019236020716283382e-06,9.591871191973540508e-07,8.827130066334138780e-07,7.927239877109025013e-07,6.926551102785348794e-07,5.863442187101238316e-07,4.778984437588067113e-07,3.715555446868115389e-07,2.715471832488449044e-07,1.819717771102144662e-07,1.066851135063919689e-07,4.921750324294622961e-08,1.272707013365589257e-08
1.742063430765352023e-08,6.735866649359053717e-08,1.459892574870956438e-07,2.489835615748005255e-07,3.715081544475237133e-07,5.082880320171343800e-07,6.537189048457598051e-07,8.020158896070709957e-07,9.473866594218799188e-07,1.084217866323426341e-06,1.207264353464333972e-06,1.311831446194649884e-06,1.393941521471355689e-06,1.450477140776695547e-06,1.479294301548859077e-06,1.479300803176272023e-06,1.450496306654485701e-06,1.393972351071014276e-06,1.311872326551535208e-06,1.207313139791246915e-06,1.084271992428497431e-06,9.474432756757662609e-07,8.020720258226139090e-07,6.537716552434495297e-07,5.083347594923507695e-07,3.715467116736586922e-07,2.490125271202734235e-07,1.460081861572211794e-07,6.736835460820121984e-08,1.742340267573847920e-08
2.241608206978409978e-08,8.666314130107855773e-08,1.878064571676038629e-07,3.202682159537219138e-07,4.778267659377999414e-07,6.536968597719870177e-07,8.406730445238402212e-07,1.031319872079131577e-06,1.218193686586191489e-06,1.394081633311391646e-06,1.552244403170133098e-06,1.686650206157171925e-06,1.792188635312288059e-06,1.864854481463968096e-06,1.901893195915635775e-06,1.901901555532091043e-06,1.864879124284206665e-06,1.792228274459645434e-06,1.686702767068313274e-06,1.552307127320873513e-06,1.394151220294585782e-06,1.218266471642424383e-06,1.031392035689275175e-06,8.407408504263600784e-07,6.537569178162004042e-07,4.778763165770588426e-07,3.203054339718933767e-07,1.878307734753442028e-07,8.667558339419234929e-08,2.241963605825850725e-08
2.751217809280685127e-08,1.063544795800782761e-07,2.304572124588679082e-07,3.929665396725729555e-07,5.862437505724363915e-07,8.019630914449082429e-07,1.031286742207268280e-06,1.265097175748261059e-06,1.494268331484744707e-06,1.709958044555166562e-06,1.903905197404819069e-06,2.068716242179048827e-06,2.198127168873028019e-06,2.287228709411629798e-06,2.332644578248433961e-06,2.332654831874433902e-06,2.287258935296599501e-06,2.198175788071746471e-06,2.068780709317977655e-06,1.903982127998013149e-06,1.710043389399320438e-06,1.494357594578583592e-06,1.265185671576953721e-06,1.031369887925952400e-06,8.020367295436480266e-07,5.863044980620576706e-07,3.930121607484870666e-07,2.304870130279816130e-07,1.063697240176246879e-07,2.751653116000364052e-08
3.250930032025978227e-08,1.256618441599200525e-07,2.722729601176285567e-07,4.642360953381888123e-07,6.925222707117107905e-07,9.472951878842434521e-07,1.218117103908398503e-06,1.494222380158319669e-06,1.764836911387408079e-06,2.019522761077934420e-06,2.248528497692506694e-06,2.443127099631320442e-06,2.595924971499964639e-06,2.701127637141117435e-06,2.754750050109444006e-06,2.754762159809828642e-06,2.701163334210981348e-06,2.595982390611774281e-06,2.443203233778431685e-06,2.248619348653391731e-06,2.019623545525584232e-06,1.764942318447196780e-06,1.494326875501064677e-06,1.218215275096017615e-06,9.473821257270257257e-07,6.925939819052587581e-07,4.642899426753969523e-07,2.723081281603152459e-07,1.256798304406138236e-07,3.251443495053811212e-08
3.721392325112706776e-08,1.438379917193705910e-07,3.116363466695017070e-07,5.313219555236729517e-07,7.925563724093591312e-07,1.084081150507103531e-06,1.393952769036561539e-06,1.709854870228411022e-06,2.019462999157716720e-06,2.310838259186068517e-06,2.572827593259029234e-06,2.795449949634608713e-06,2.970249495235172801e-06,3.090599349690308739e-06,3.151942030322306252e-06,3.151955886557295078e-06,3.090640195002252167e-06,2.970315194670085245e-06,2.795537061573338216e-06,2.572931541692704315e-06,2.310953569709689950e-06,2.019583593881036443e-06,1.709974415979223430e-06,1.394065072799924422e-06,1.084180596073125892e-06,7.926383927512743632e-07,5.313835365469578671e-07,3.116765597022562832e-07,1.438585544862610891e-07,3.721979211507005947e-08
