7.319991193186219338e-12,2.684211765697903975e-11,5.546120139228590465e-11,9.062759321911638447e-11,1.302179571638784062e-10,1.724610833000153093e-10,2.158885331928351782e-10,2.592975840093627800e-10,3.017206691233598855e-10,3.423984907993362355e-10,3.807554287723941750e-10,4.163766099944906238e-10,4.489863896762856223e-10,4.784281877977492577e-10,5.046457135714634750e-10,5.276656393812685032e-10,5.475817820836921105e-10,5.645408289975100087e-10,5.787296179240010239e-10,5.903639508912319310e-10,5.996788934163242332e-10,6.069204868476915307e-10,6.123387817256661800e-10,6.161820853858448269e-10,6.186923071117757581e-10,6.201012786502511101e-10,6.206279263119645101e-10,6.204761725989451443e-10,6.198334497175826330e-10,6.188697138634102317e-10,6.177368572603793114e-10,6.165684241269843649e-10,6.154795466223107352e-10,6.145670270726941314e-10,6.139095031472711137e-10,6.135676429649986249e-10,6.135843272701542793e-10,6.139847857607579046e-10,6.147766643968602768e-10,6.159500100945314111e-10,6.174771686962419961e-10,6.193126015855527293e-10,6.213926358750183431e-10,6.236351728261899694e-10,6.259393891263684226e-10,6.281854758854797685e-10,6.302344707245275629e-10,6.319282490494350273e-10,6.330897514244261654e-10,6.335235346918063901e-10,6.330167448681456819e-10,6.313406195384803516e-10,6.282526360474784854e-10,6.234994287497225135e-10,6.168206033632451617e-10,6.079535784540085117e-10,5.966395826239853479e-10,5.826309304588502068e-10,5.656996901645058391e-10,5.456478406912228979e-10,5.223189958860066803e-10,4.956117481345197908e-10,4.654946550272900507e-10,4.320228618034314188e-10,3.953563232456177854e-10,3.557795673223629350e-10,3.137229391199334343e-10,2.697852939273193527e-10,2.247582005427921981e-10,1.796519185737758257e-10,1.357238158005854726e-10,9.451066735101112904e-11,5.786779511724066687e-11,2.802112944886729072e-11,7.645357268015879920e-12
2.683882799187785531e-11,9.798125145873258852e-11,2.016319160452674852e-10,3.282862939658961747e-10,4.701653666442794152e-10,6.208770106758146757e-10,7.751908781031829136e-10,9.288735647625579891e-10,1.078557639572595445e-09,1.221630897877118223e-09,1.356138686595833717e-09,1.480695576242945474e-09,1.594404502427220662e-09,1.696782489547249449e-09,1.787692578333800757e-09,1.867281813427306841e-09,1.935925225864865805e-09,1.994175738355995366e-09,2.042719870924982099e-09,2.082339056650263885e-09,2.113876307331011639e-09,2.138207905939162955e-09,2.156219751453032648e-09,2.168787944170647377e-09,2.176763176165868905e-09,2.180958481375328116e-09,2.182139901438834398e-09,2.181019635074926547e-09,2.178251258558754238e-09,2.174426630920194578e-09,2.170074128076013181e-09,2.165657883733654449e-09,2.161577750280888203e-09,2.158169728985705798e-09,2.155706654912057344e-09,2.154398957489986858e-09,2.154395352368369562e-09,2.155783353925160611e-09,2.158589530678938125e-09,2.162779458032336595e-09,2.168257354571517156e-09,2.174865419890970797e-09,2.182382923972381704e-09,2.190525130860276007e-09,2.198942173026610235e-09,2.207218027583289546e-09,2.214869781432382010e-09,2.221347409413660703e-09,2.226034327190893884e-09,2.228249018452039235e-09,2.227248073172818766e-09,2.222231009129561810e-09,2.212347281201797475e-09,2.196705910682417942e-09,2.174388188005883827e-09,2.144463915058025917e-09,2.106011655549788365e-09,2.058143451943016603e-09,2.000034443575798492e-09,1.930957782087022754e-09,1.850325187268273908e-09,1.757733421185895574e-09,1.653016885767105612e-09,1.536306478359439536e-09,1.408094787172772024e-09,1.269307700836751221e-09,1.121382587748892759e-09,9.663534447026087378e-10,8.069439443523934775e-10,6.466703436841990305e-10,4.899581449724201851e-10,3.422799846718238636e-10,2.103290186960329884e-10,1.022555033505790601e-10,2.802248535653133958e-11
5.544696138927949718e-11,2.016045605903374284e-10,4.132484154100993623e-10,6.703409576592897140e-10,9.567449450662455361e-10,1.259408100801337744e-09,1.567809341550599010e-09,1.873554873611974710e-09,2.170063657338739132e-09,2.452308862025222350e-09,2.716596639896098082e-09,2.960371705157860626e-09,3.182043793325944798e-09,3.380831660497270533e-09,3.556622712786670923e-09,3.709847113224790206e-09,3.841365577199504452e-09,3.952370205658050357e-09,4.044297719849510990e-09,4.118754414975180022e-09,4.177452080880879983e-09,4.222154068547650010e-09,4.254630624345527267e-09,4.276622576107354190e-09,4.289812438220286799e-09,4.295802006685376911e-09,4.296095537468877026e-09,4.292087639633473422e-09,4.285055065518279035e-09,4.276151640449091481e-09,4.266405641135293366e-09,4.256719002429486794e-09,4.247867804309177813e-09,4.240503563073165530e-09,4.235154921587586034e-09,4.232229402178087103e-09,4.232014952067085551e-09,4.234681075082618006e-09,4.240279405006360915e-09,4.248743635909946767e-09,4.259888783851109125e-09,4.273409813167374874e-09,4.288879720149429117e-09,4.305747227895378529e-09,4.323334309325702805e-09,4.340833821181541736e-09,4.357307600591491400e-09,4.371685447413880224e-09,4.382765489607875985e-09,4.389216504495437931e-09,4.389582844616910543e-09,4.382292691137034157e-09,4.365670428117353814e-09,4.337953994677206010e-09,4.297318125988844405e-09,4.241904434840606029e-09,4.169859309808388511e-09,4.079380610908196396e-09,3.968774126838457103e-09,3.836520719049701623e-09,3.681355019095295543e-09,3.502356473513912958e-09,3.299053458067953213e-09,3.071541134074583122e-09,2.820613733527813346e-09,2.547912101957322733e-09,2.256087704999964664e-09,1.948985091579059411e-09,1.631846296396035659e-09,1.311543360300005874e-09,9.968499417283811382e-10,6.987715295102907232e-10,4.309691900301122404e-10,2.103402938471055860e-10,5.787366444698060027e-11
9.059113171015018921e-11,3.281930999145863501e-10,6.702407229033045390e-10,1.083260340218668405e-09,1.540665505887666489e-09,2.021280659362009156e-09,2.508307138370224314e-09,2.988561611188951572e-09,3.451886739475748762e-09,3.890674854562661735e-09,4.299469408565179851e-09,4.674623054811494840e-09,5.013999533628924509e-09,5.316711453679372553e-09,5.582888938250100836e-09,5.813475760703525177e-09,6.010050511384936030e-09,6.174670818065224208e-09,6.309738868181896615e-09,6.417886568650333933e-09,6.501878698979801226e-09,6.564532409060668646e-09,6.608651409493541504e-09,6.636973213250975022e-09,6.652127818827588601e-09,6.656606278133027099e-09,6.652737665627163133e-09,6.642673055401253981e-09,6.628375216148905999e-09,6.611612846173836124e-09,6.593958287901752440e-09,6.576787780430854008e-09,6.561283426701465611e-09,6.548436166795488122e-09,6.539049159269645487e-09,6.533741077513147326e-09,6.532948927721418771e-09,6.536930089535104101e-09,6.545763370482878124e-09,6.559348952207322960e-09,6.577407191409378483e-09,6.599476323030758527e-09,6.624909198962089937e-09,6.652869284021394072e-09,6.682326223438261557e-09,6.712051393693629428e-09,6.740613952037513734e-09,6.766378009620824111e-09,6.787501668678022047e-09,6.801938784717459970e-09,6.807444438674085463e-09,6.801585229212068209e-09,6.781755618893349271e-09,6.745201686179844302e-09,6.689053744149720586e-09,6.610369382073262778e-09,6.506188563457719231e-09,6.373602470438164224e-09,6.209837817727456863e-09,6.012358370993960165e-09,5.778985400694851875e-09,5.508038797062955821e-09,5.198500591287472430e-09,4.850202716895121509e-09,4.464041078031806943e-09,4.042218487632054277e-09,3.588519991270294327e-09,3.108625813839158217e-09,2.610470166839435229e-09,2.104659284180522578e-09,1.604970756345860332e-09,1.128970996756947200e-09,6.988128434646495367e-10,3.423183966452409880e-10,9.452569576208962651e-11
1.301451051821956767e-10,4.699563446221247176e-10,9.564458365151507570e-10,1.540412360574213092e-09,2.183218861200107261e-09,2.854525057081624476e-09,3.530646225132575173e-09,4.193323689370188661e-09,4.828770365796652619e-09,5.426905066162258727e-09,5.980721066290720313e-09,6.485754313966169978e-09,6.939629002520363537e-09,7.341665885163874522e-09,7.692543417368880255e-09,7.994004694266705451e-09,8.248604890163909043e-09,8.459494945566329743e-09,8.630237861115619060e-09,8.764654323711150507e-09,8.866694618862548095e-09,8.940333943897995222e-09,8.989488370471065423e-09,9.017948835379332361e-09,9.029330677943461093e-09,9.027036394639722779e-09,9.014229447359846315e-09,8.993817138044748464e-09,8.968440745692273668e-09,8.940471307674014942e-09,8.912009611892604378e-09,8.884889146083225407e-09,8.860680922758423606e-09,8.840699260987837592e-09,8.826007758308111819e-09,8.817424827295370598e-09,8.815528302157473498e-09,8.820658742215617943e-09,8.832921172976269232e-09,8.852185113699138201e-09,8.878082845298925052e-09,8.910005976611653771e-09,8.947100473102466695e-09,8.988260422516408275e-09,9.032120929113753147e-09,9.077050654012019118e-09,9.121144655367330184e-09,9.162218329707412188e-09,9.197803415049854004e-09,9.225147187116922182e-09,9.241216160769526040e-09,9.242705797632808571e-09,9.226057914820291912e-09,9.187487684963197917e-09,9.123022310141198437e-09,9.028553637320203126e-09,8.899907156464962065e-09,8.732929981848554144e-09,8.523600562145688131e-09,8.268163000281622572e-09,7.963289002004069410e-09,7.606270637133542894e-09,7.195247332508564010e-09,6.729470892549065377e-09,6.209612977956658811e-09,5.638120549308217413e-09,5.019626590477241723e-09,4.361426425254044538e-09,3.674034856129418962e-09,2.971847346772248826e-09,2.273941397513668517e-09,1.605075095742144555e-09,9.969732258817357750e-10,4.900442979858990856e-10,1.357538433435930404e-10
1.723354090742449163e-10,6.204932774167816652e-10,1.258791732329155943e-09,2.020586705025900320e-09,2.854010845509111150e-09,3.718843624619425232e-09,4.584172391091925142e-09,5.426604679141387785e-09,6.228868069632079683e-09,6.978687622386300434e-09,7.667867391869713218e-09,8.291526769883437939e-09,8.847458270679835671e-09,9.335583683530489562e-09,9.757492178120464673e-09,1.011604823681939712e-08,1.041506004840044883e-08,1.065900078384212848e-08,1.085277634841929456e-08,1.100153400069901579e-08,1.111050679988071160e-08,1.118488928423735545e-08,1.122974015453479704e-08,1.124990807227609247e-08,1.124997700263485225e-08,1.123422784506542482e-08,1.120661340359577551e-08,1.117074405287558078e-08,1.112988175246315255e-08,1.108694034720306938e-08,1.104449036256447097e-08,1.100476675771851084e-08,1.096967833397806657e-08,1.094081771097931546e-08,1.091947097757361948e-08,1.090662629964959602e-08,1.090298092466572412e-08,1.090894616490708221e-08,1.092465007133407194e-08,1.094993763077932648e-08,1.098436843490749757e-08,1.102721188372012250e-08,1.107744010345958384e-08,1.113371888247651658e-08,1.119439706270067425e-08,1.125749497218931607e-08,1.132069264873923420e-08,1.138131878805316460e-08,1.143634155402806467e-08,1.148236261411284901e-08,1.151561600916161295e-08,1.153197373359445845e-08,1.152696018581880579e-08,1.149577794776484916e-08,1.143334766248322881e-08,1.133436509638984601e-08,1.119337879497327439e-08,1.100489206659226812e-08,1.076349336115290376e-08,1.046401945827048331e-08,1.010175626287452620e-08,9.672682461535826593e-09,9.173761881869049821e-09,8.603291220442170255e-09,7.961311020066917752e-09,7.250089631322064926e-09,6.474692764782175547e-09,5.643655710395058200e-09,4.769782254721675085e-09,3.871105109336887991e-09,2.972059290356382612e-09,2.104945312689175182e-09,1.311797410092197345e-09,6.468285077680436885e-10,1.797037179638835864e-10
2.156918904329176908e-10,7.745669180469244941e-10,1.566742807004670451e-09,2.506959463757893381e-09,3.529317987591684232e-09,4.583268716875931269e-09,5.630522918753399827e-09,6.642642698007638466e-09,7.599130617500115299e-09,8.485891933081274728e-09,9.293979815470690064e-09,1.001856034663210425e-08,1.065805231239276899e-08,1.121340923913464333e-08,1.168751953282770737e-08,1.208470626333601281e-08,1.241031199755743837e-08,1.267035674041997038e-08,1.287125891200561972e-08,1.301961065225187274e-08,1.312199978654528355e-08,1.318487162577654505e-08,1.321442448874479633e-08,1.321653346934818748e-08,1.319669755246362943e-08,1.316000572491456942e-08,1.311111823774487706e-08,1.305425965487439653e-08,1.299322077043038605e-08,1.293136689100789785e-08,1.287165035816674552e-08,1.281662552951926658e-08,1.276846474353631706e-08,1.272897406441607744e-08,1.269960784072849098e-08,1.268148131772005409e-08,1.267538072163094170e-08,1.268177038935561515e-08,1.270079665307200279e-08,1.273228831233313261e-08,1.277575364113998882e-08,1.283037399047121337e-08,1.289499416347188163e-08,1.296810986678076179e-08,1.304785268288715494e-08,1.313197317021907046e-08,1.321782288467393418e-08,1.330233633271176914e-08,1.338201411539763608e-08,1.345290880749724294e-08,1.351061543751600162e-08,1.355026879401410441e-08,1.356655018020405970e-08,1.355370667143681250e-08,1.350558639684674199e-08,1.341569386531253259e-08,1.327726988614417091e-08,1.308340119816548638e-08,1.282716552354536638e-08,1.250181841942713746e-08,1.210102903884830216e-08,1.161917278073998800e-08,1.105168988595223887e-08,1.039552044740590477e-08,9.649628240999765560e-09,8.815628543353369727e-09,7.898539122371995116e-09,6.907679517061721915e-09,5.857752512567374002e-09,4.770154723881185251e-09,3.674582318380447297e-09,2.611025640506007727e-09,1.632285892014543838e-09,8.072011231825604387e-10,2.248392511716729187e-10
2.590105732674571740e-10,9.279391313200248042e-10,1.871895145448663903e-09,2.986330075175641038e-09,4.190855667861836641e-09,5.424371665668484594e-09,6.641211932239759197e-09,7.808074880672774663e-09,8.901557408368401400e-09,9.906156224116475235e-09,1.081263541735544058e-08,1.161668530988292036e-08,1.231781670253053673e-08,1.291844827978493922e-08,1.342315462067431745e-08,1.383804912998746971e-08,1.417028110548597839e-08,1.442762971166772960e-08,1.461818027362348022e-08,1.475007033552833438e-08,1.483129455023987512e-08,1.486955881375894854e-08,1.487217521782096311e-08,1.484599042004825704e-08,1.479734095664701205e-08,1.473202986622052502e-08,1.465531976474633048e-08,1.457193821583479113e-08,1.448609187906946448e-08,1.440148649348461656e-08,1.432135026396949200e-08,1.424845866707659389e-08,1.418515908168865685e-08,1.413339398260680354e-08,1.409472171568729712e-08,1.407033410692536310e-08,1.406107035090793601e-08,1.406742678305186158e-08,1.408956227225718137e-08,1.412729908369047565e-08,1.418011916330349552e-08,1.424715589449043302e-08,1.432718148115467478e-08,1.441859022851205545e-08,1.451937813116178686e-08,1.462711934500105478e-08,1.473894032273237211e-08,1.485149263877172544e-08,1.496092582438141683e-08,1.506286188308178207e-08,1.515237356414602073e-08,1.522396894153704937e-08,1.527158537925565976e-08,1.528859656308362003e-08,1.526783694389511750e-08,1.520164866990059977e-08,1.508195688632132464e-08,1.490038015583355296e-08,1.464838371181651801e-08,1.431748431836227367e-08,1.389951671029049096e-08,1.338697297994277997e-08,1.277342795623026272e-08,1.205406572613523240e-08,1.122632519246894256e-08,1.029068625910032615e-08,9.251623343135516556e-09,8.118760082500723885e-09,6.908269238571510052e-09,5.644576095902029744e-09,4.362443674480145952e-09,3.109545590378735273e-09,1.949669184964774036e-09,9.667385919523568030e-10,2.699035917031273845e-10
3.013230161895316182e-10,1.077239308253413432e-09,2.167661173453647367e-09,3.448530508895211658e-09,4.824821312084303378e-09,6.224859218068992136e-09,7.595715323596808515e-09,8.899465145369255351e-09,1.011014097577209607e-08,1.121124082616525564e-08,1.219368678397489528e-08,1.305414933038865553e-08,1.379367246203177871e-08,1.441654825959893313e-08,1.492939983842231704e-08,1.534043928088609915e-08,1.565887290292200126e-08,1.589443059421861123e-08,1.605699939770869904e-08,1.615634424650574153e-08,1.620190105603975931e-08,1.620262931137248159e-08,1.616691298402119379e-08,1.610250011639350524e-08,1.601647276069876424e-08,1.591524017434209590e-08,1.580454926791490002e-08,1.568950728249601483e-08,1.557461254505224919e-08,1.546378991835756596e-08,1.536042822922522484e-08,1.526741753083132371e-08,1.518718453730825754e-08,1.512172496842418307e-08,1.507263186682144367e-08,1.504111920859956860e-08,1.502804032933224663e-08,1.503390084180102198e-08,1.505886583913104243e-08,1.510276126824998375e-08,1.516506943449074429e-08,1.524491866967522200e-08,1.534106727415538181e-08,1.545188193903250449e-08,1.557531097901862866e-08,1.570885286985523528e-08,1.584952079728521218e-08,1.599380419729636143e-08,1.613762860916780755e-08,1.627631558249049985e-08,1.640454488466556616e-08,1.651632185328433517e-08,1.660495343409034692e-08,1.666303724477574349e-08,1.668246891183756569e-08,1.665447394618631304e-08,1.656967155819580394e-08,1.641817907213835769e-08,1.618976699652384616e-08,1.587407636308670610e-08,1.546091170028187528e-08,1.494062501727649509e-08,1.430460853552483543e-08,1.354591675971347615e-08,1.266004203889741957e-08,1.164587233543689176e-08,1.050686591918289212e-08,9.252485715245926385e-09,7.899946810703842046e-09,6.476345100929285683e-09,5.021254279627888919e-09,3.589903335357492415e-09,2.257077941456398449e-09,1.121925966933248051e-09,3.138868405032172121e-10
3.418693481904209994e-10,1.219853295144670143e-09,2.449010351099565514e-09,3.885947542157761848e-09,5.421126451304360407e-09,6.972447675054293170e-09,8.479928438834506009e-09,9.901299510367221674e-09,1.120836824854369321e-08,1.238401799847386603e-08,1.341973629865760569e-08,1.431358374972462544e-08,1.506853141538773354e-08,1.569110746813993520e-08,1.619030392749378352e-08,1.657670230963160126e-08,1.686178331664583965e-08,1.705739075981113610e-08,1.717532406120162179e-08,1.722703715447679455e-08,1.722342458280916305e-08,1.717467819018991580e-08,1.709020010254082961e-08,1.697855974985238183e-08,1.684748452344513662e-08,1.670387531448712231e-08,1.655383965465677526e-08,1.640273648679765984e-08,1.625522774027783982e-08,1.611533287993700650e-08,1.598648344691770114e-08,1.587157532324021840e-08,1.577301703971084065e-08,1.569277291974371831e-08,1.563240022195505674e-08,1.559307972474297389e-08,1.557563939985098921e-08,1.558057096289041249e-08,1.560803918098979385e-08,1.565788387534305093e-08,1.572961459373093922e-08,1.582239795944502745e-08,1.593503774283440372e-08,1.606594776432553947e-08,1.621311783762969559e-08,1.637407311328785919e-08,1.654582739992024917e-08,1.672483133751566168e-08,1.690691668739466615e-08,1.708723850012450160e-08,1.726021753789615005e-08,1.741948607298447619e-08,1.755784106908546937e-08,1.766720978660860037e-08,1.773863404446072964e-08,1.776228072701986031e-08,1.772748765376803727e-08,1.762285564025429321e-08,1.743639948686409863e-08,1.715577275843005347e-08,1.676858359832473336e-08,1.626282151091190107e-08,1.562741813145501270e-08,1.485296861008110553e-08,1.393264455014576058e-08,1.286333471846441159e-08,1.164705633134316025e-08,1.029268806025406562e-08,8.818086528377760418e-09,7.252661562552364190e-09,5.640502332235242555e-09,4.044166953181944577e-09,2.549271655622091372e-09,1.270040378812925642e-09,3.559976650608117866e-10
